Fri Aug 24 09:34:27 2018 Temp: 32 C, Humidity: 43 rH, Pressure: 1013 Millibars 
Fri Aug 24 14:38:24 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:38:58 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:39:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:40:07 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:40:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:41:16 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:41:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:42:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:43:00 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:43:34 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:44:09 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:44:43 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:45:18 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:45:52 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:46:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:47:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:47:36 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:48:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:48:45 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:49:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:49:54 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:50:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:51:03 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:51:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:52:12 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:52:47 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:53:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:53:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:54:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:55:05 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:55:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:56:14 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:56:49 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:57:23 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:57:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:58:32 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:59:07 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:59:41 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:00:16 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:00:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:01:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:01:59 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:02:34 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:03:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:03:43 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:04:17 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:04:52 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:05:26 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:06:01 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:06:35 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:07:10 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:07:44 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:08:19 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:08:54 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:09:28 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:10:03 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:10:37 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:11:12 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:11:46 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:12:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:12:55 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:13:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:14:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:14:39 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:15:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:15:48 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:16:22 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:16:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:17:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:18:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:18:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:19:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:19:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:20:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:20:59 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:21:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:22:08 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:22:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:23:17 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:23:51 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:24:26 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:25:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:25:35 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:26:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:26:44 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:27:18 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:27:53 2018 Temp: 34 C, Humidity: 34 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:28:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:29:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:29:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:30:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:30:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:31:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:31:55 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:32:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:33:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:33:38 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:34:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:34:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:35:22 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:35:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:36:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:37:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:37:40 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:38:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:38:49 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:39:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:39:58 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:40:33 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:41:07 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:41:42 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:42:16 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:42:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:43:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:44:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:44:34 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:45:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:45:43 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:46:18 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:46:52 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:47:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:48:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:48:36 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:49:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:49:45 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:50:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:50:54 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:51:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:52:03 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:52:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:53:12 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:53:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:54:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:54:56 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:55:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:56:05 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:56:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:57:14 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:57:49 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:58:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:58:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 15:59:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:00:07 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:00:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:01:16 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:01:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:02:25 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:03:00 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:03:34 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:04:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:04:43 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:05:18 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:05:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:06:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:07:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:07:36 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:08:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:08:45 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 16:09:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:09:54 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:10:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:11:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:11:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:12:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:12:48 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:13:23 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:13:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:14:32 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:15:07 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:15:41 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:16:16 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:16:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:17:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:18:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:18:35 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:19:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:19:44 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:20:19 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:20:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:21:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:22:03 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:22:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:23:12 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:23:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:24:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:24:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:25:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:26:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:26:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:27:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:27:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:28:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:28:59 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:29:34 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:30:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:30:43 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:31:18 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:31:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:32:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:33:02 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:33:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:34:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:34:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:35:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:35:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:36:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:37:05 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:37:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:38:14 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:38:49 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:39:24 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:39:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:40:33 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:41:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:41:43 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:42:17 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:42:52 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:43:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:44:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:44:36 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:45:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:45:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:46:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:46:55 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:47:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:48:05 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:48:39 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:49:14 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:49:49 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:50:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:50:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:51:33 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:52:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:52:42 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:53:17 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:53:52 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:54:26 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1010 Millibars 
Fri Aug 24 16:55:01 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:55:36 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:56:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:56:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:57:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:57:56 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:58:31 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:59:05 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 16:59:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:00:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:00:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:01:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:02:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:02:35 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:03:10 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:03:45 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:04:19 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:04:54 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:05:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:06:04 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:06:39 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:07:14 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:07:49 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:08:24 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:08:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:09:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
